id	name	formula	charge	inchikey	smiles	deltag	kegg id	ms id
cpd00585_c0	Creatinine_c0	C4H7N3O	0	DDRJAANPRJIHGJ-UHFFFAOYSA-N	CN1CC(O)=NC1=N	-6.19	C00791	cpd00585
cpd01679_c0	N-Methylhydantoin_c0	C4H6N2O2	0	RHYBFKMFHLPQPH-UHFFFAOYSA-N	CN1CC(O)=NC1=O	-60.99	C02565	cpd01679
cpd01647_c0	2-Phenylacetamide_c0	C8H9NO	0	LSBDFXRDZJMBSC-UHFFFAOYSA-N	N=C(O)Cc1ccccc1	-7.44	C02505	cpd01647
cpd00430_c0	PACT_c0	C8H8O2	0	IPBVNPXQWQGGJP-UHFFFAOYSA-N	CC(=O)Oc1ccccc1	-47.35	C00548	cpd00430
cpd02333_c0	Quinolinate_c0	C7H3NO4	-2	GJAWHXHKYYXBSV-UHFFFAOYSA-L	O=C([O-])c1cccnc1C(=O)[O-]	-119.77	C03722	cpd02333
cpd00095_c0	Glycerone-phosphate_c0	C3H5O6P	-2	GNGACRATGGDKBX-UHFFFAOYSA-L	O=C(CO)COP(=O)([O-])[O-]	-320.66	C00111	cpd00095
cpd03470_c0	Iminoaspartate_c0	C4H3NO4	-2	NMUOATVLLQEYHI-UHFFFAOYSA-L	N=C(CC(=O)[O-])C(=O)[O-]	-173.6	C05840	cpd03470
cpd09879_c0	S-(Hydroxymethyl)glutathione_c0	C11H18N3O7S	-1	PIUSLWSYOYFRFR-BQBZGAKWSA-M	NC(CCC([O-])=NC(CSCO)C(O)=NCC(=O)O)C(=O)O	-251.32	C14180	cpd09879
cpd00759_c0	S-Formylglutathione_c0	C11H16N3O7S	-1	FHXAGOICBFGEBF-BQBZGAKWSA-M	NC(CCC([O-])=NC(CSC=O)C(O)=NCC(=O)O)C(=O)O	-253.14	C01031	cpd00759
cpd15506_c0	two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)_c0	C74H112N14O39	-4			-1238.83		cpd15506
cpd15505_c0	two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain)_c0	C74H114N14O40	-4	VTZDBMVDVOTCFD-UHFFFAOYSA-J	CC([O-])=NC1=COC(CO)C(OC2OC(CO)C(OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4N=C(C)[O-])C(OC(C)C(O)=NC(C)C(O)=NC(CCC(=O)O)C(O)=NC(CCCC(N)C(=O)O)C(O)=NC(C)C(=O)O)C3N=C(C)[O-])C(O)C2N=C(C)[O-])C1OC(C)C(O)=NC(C)C(O)=NC(CCC(=O)O)C(O)=NC(CCCC(N)C(=O)O)C(O)=NC(C)C(=O)O	-1295.98		cpd15505
cpd00810_c0	Orotidylic acid_c0	C10H10N2O11P	-3	KYOBSHFOBAOFBF-XVFCMESISA-K	O=C([O-])c1cc([O-])nc(=O)n1C1OC(COP(=O)([O-])O)C(O)C1O	-479.18	C01103	cpd00810
cpd00091_c0	UMP_c0	C9H11N2O9P	-2	DJJCXFVJDGTHFX-XVFCMESISA-L	O=c1nc([O-])ccn1C1OC(COP(=O)([O-])O)C(O)C1O	-397.77	C00105	cpd00091
cpd02654_c0	4-Methyl-5--2-phosphoethyl-thiazole_c0	C6H8NO4PS	-2	OCYMERZCMYJQQO-UHFFFAOYSA-L	Cc1ncsc1CCOP(=O)([O-])[O-]	-219.61	C04327	cpd02654
cpd02894_c0	4-Amino-2-methyl-5-diphosphomethylpyrimidine_c0	C6H9N3O7P2	-2	AGQJQCFEPUVXNK-UHFFFAOYSA-L	Cc1ncc(COP(=O)(O)OP(=O)([O-])[O-])c(=N)[nH]1	-412.04	C04752	cpd02894
cpd00793_c0	Thiamine phosphate_c0	C12H16N4O4PS	-1	HZSAJDVWZRBGIF-UHFFFAOYSA-M	Cc1ncc(C[n+]2csc(CCOP(=O)([O-])[O-])c2C)c(=N)[nH]1	-160.32	C01081	cpd00793
cpd00006_c0	NADP_c0	C21H25N7O17P3	-3	XJLXINKUBYWONI-NNYOXOHSSA-K	N=C([O-])c1ccc[n+](C2OC(COP(=O)(O)OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1	-742.09	C00006	cpd00006
cpd00345_c0	5-Methyltetrahydrofolate_c0	C20H23N7O6	-2	ZNOVTXRBGFNYRX-UHFFFAOYSA-L	CN1c2c([O-])nc(=N)[nH]c2NCC1CNc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)O)cc1	-101.7	C00440	cpd00345
cpd00005_c0	NADPH_c0	C21H26N7O17P3	-4	ACFIXJIJDZMPPO-NNYOXOHSSA-J	N=C([O-])C1=CN(C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1	-736.82	C00005	cpd00005
cpd00125_c0	5-10-Methylenetetrahydrofolate_c0	C20H21N7O6	-2	QYNUQALWYRSVHF-OLZOCXBDSA-L	N=c1nc([O-])c2c([nH]1)NCC1CN(c3ccc(C(=O)NC(CCC(=O)[O-])C(=O)O)cc3)CN21	-93.65	C00143	cpd00125
cpd00135_c0	Homocysteine_c0	C4H9NO2S	0	FFFHZYDWPBMWHY-VKHMYHEASA-N	NC(CCS)C(=O)O	-81.774	C00155	cpd00135
cpd00424_c0	Cystathionine_c0	C7H14N2O4S	0	ILRYLPWNYFXEMH-RFZPGFLSSA-N	NC(CCSCC(N)C(=O)O)C(=O)O	-154.91	C00542	cpd00424
cpd15308_c0	1,2-Diacyl-sn-glycerol ditetradec-7-enoyl_c0	C31H56O5	0			-107.48		cpd15308
cpd15523_c0	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate_c0	C31H56O8P	-1			-319.98		cpd15523
cpd00307_c0	Cytosine_c0	C4H5N3O	0	OPTASPLRGRRNAP-UHFFFAOYSA-N	N=c1ccnc(O)[nH]1	-8.68	C00380	cpd00307
cpd00092_c0	Uracil_c0	C4H4N2O2	0	ISAKRJDGNUQOIC-UHFFFAOYSA-N	Oc1ccnc(O)n1	-61.07	C00106	cpd00092
cpd00530_c0	XTP_c0	C10H12N4O15P3	-3	CAEFEWVYEZABLA-UUOKFMHZSA-K	O=P([O-])(O)OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c([O-])nc([O-])nc32)C(O)C1O	-780.43	C00700	cpd00530
cpd00497_c0	XMP_c0	C10H11N4O9P	-2	DCTLYFZHFGENCW-UUOKFMHZSA-L	O=P(O)(O)OCC1OC(n2cnc3c([O-])nc([O-])nc32)C(O)C1O	-364.43	C00655	cpd00497
cpd15702_c0	1,2-Dianteisoheptadecanoyl-sn-glycerol_c0	C37H72O5	0			-146.1		cpd15702
cpd15678_c0	1,2-dianteisoheptadecanoyl-sn-glycerol 3-phosphate_c0	C37H72O8P	-1			-358.6		cpd15678
cpd11573_c0	Octodecanoyl-ACP_c0	C29H55N2O8PRS	-2					cpd11573
cpd00327_c0	strcoa_c0	C39H66N7O17P3S	-4	SIARJEKBADXQJG-LFZQUHGESA-J	CCCCCCCCCCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-759.91	C00412	cpd00327
cpd02210_c0	Indoleglycerol phosphate_c0	C11H12NO6P	-2	NQEQTYPJSIEPHW-MNOVXSKESA-L	O=P([O-])([O-])OCC(O)C(O)c1c[nH]c2ccccc12	-267.57	C03506	cpd02210
cpd00102_c0	Glyceraldehyde3-phosphate_c0	C3H5O6P	-2	LXJXRIRHZLFYRP-VKHMYHEASA-L	O=CC(O)COP(=O)([O-])[O-]	-319.2	C00118	cpd00102
cpd00359_c0	indol_c0	C8H7N	0	SIKJAQJRHWYJAI-UHFFFAOYSA-N	c1ccc2[nH]ccc2c1	54.41	C00463	cpd00359
cpd15495_c0	Maltopentaose_c0	C30H52O26	0	FTNIPWXXIGNQQF-HZWIHCTQSA-N	OCC1OC(OC2C(CO)OC(OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(O)C(O)C5O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C(O)C1O	-852.2		cpd15495
cpd00089_c0	Glucose-1-phosphate_c0	C6H11O9P	-2	HXXFSFRBOHSIMQ-VFUOTHLCSA-L	O=P([O-])([O-])OC1OC(CO)C(O)C(O)C1O	-430.78	C00103	cpd00089
cpd01399_c0	Maltotetraose_c0	C24H42O21	0	LUEWUZLMQUOBSB-ZLBHSGTGSA-N	OCC1OC(OC2C(CO)OC(OC3C(CO)OC(OC4C(CO)OC(O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C(O)C1O	-693.72	C02052	cpd01399
cpd12225_c0	Dihydrolipolprotein_c0	CH3RS2	0				C02972	cpd12225
cpd12005_c0	Lipoylprotein_c0	CHRS2	0				C02051	cpd12005
cpd15605_c0	Gly-Phe_c0	C11H14N2O3	0					cpd15605
cpd00066_c0	L-Phenylalanine_c0	C9H11NO2	0	COLNVLDHVKWLRT-QMMMGPOBSA-N	NC(Cc1ccccc1)C(=O)O	-51.05	C00079	cpd00066
cpd01977_c0	4-Phospho-L-aspartate_c0	C4H6NO7P	-2	IXZNKTPIYKDIGG-REOHCLBHSA-L	NC(CC(=O)OP(=O)([O-])O)C(=O)[O-]	-380.65	C03082	cpd01977
cpd15422_c0	CDP-1,2-ditetradec-7-enoylglycerol_c0	C40H67N3O15P2	-2			-599.36		cpd15422
cpd00493_c0	Pyridoxamine phosphate_c0	C8H12N2O5P	-1	ZMJGSOSNSPKHNH-UHFFFAOYSA-M	Cc1ncc(COP(=O)(O)O)c(CN)c1[O-]	-244.68	C00647	cpd00493
cpd00016_c0	Pyridoxal phosphate_c0	C8H8NO6P	-2	NGVDGCNFYWLIFO-UHFFFAOYSA-L	Cc1ncc(COP(=O)([O-])O)c(C=O)c1[O-]	-272	C00018	cpd00016
cpd11502_c0	6-methyl-trans-oct-2-enoyl-ACP_c0	C20H35N2O8PRS	-1					cpd11502
cpd11503_c0	6-methyl-octanoyl-ACP_c0	C20H37N2O8PRS	-1					cpd11503
cpd11464_c0	Butyryl-ACP_c0	C15H28N2O8PRS	-2				C05745	cpd11464
cpd11492_c0	Malonyl-acyl-carrierprotein-_c0	C14H24N2O10PRS	-2				C01209	cpd11492
cpd11486_c0	3-Oxohexanoyl-[acp]_c0	C17H30N2O9PRS	-2				C05746	cpd11486
cpd00179_c0	Maltose_c0	C12H22O11	0	VQHSOMBJVWLPSR-WUJBLJFYSA-N	OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO	-383.92	C00208	cpd00179
cpd00027_c0	D-Glucose_c0	C6H12O6	0	WQZGKKKJIJFFOK-DVKNGEFBSA-N	OCC1OC(O)C(O)C(O)C1O	-218.28	C00031	cpd00027
cpd11522_c0	5-methyl-3-hydroxy-hexanoyl-ACP_c0	C18H33N2O9PRS	-1					cpd11522
cpd11523_c0	5-methyl-trans-hex-2-enoyl-ACP_c0	C18H31N2O8PRS	-1					cpd11523
cpd01012_c0	Cd2+_c0	Cd	2	WLZRMCYVCSSEQC-UHFFFAOYSA-N	[Cd+2]		C01413	cpd01012
cpd01012_e0	Cd2+_e0	Cd	2	WLZRMCYVCSSEQC-UHFFFAOYSA-N	[Cd+2]		C01413	cpd01012
cpd00268_c0	H2S2O3_c0	HO3S2	-1	DHCDFWKWKRSZHF-UHFFFAOYSA-M	O=S([O-])(O)=S	-122.7	C00320	cpd00268
cpd11421_c0	trdrd_c0	C6H9NO2R2S2	0				C00342	cpd11421
cpd00081_c0	Sulfite_c0	HO3S	-1	LSNNMFCWUKXFEE-UHFFFAOYSA-M	O=S([O-])O	-126.15	C00094	cpd00081
cpd11420_c0	trdox_c0	C6H7NO2R2S2	0				C00343	cpd11420
cpd00053_c0	L-Glutamine_c0	C5H10N2O3	0	ZDXPYRJPNDTMRX-VKHMYHEASA-N	N=C(O)CCC(N)C(=O)O	-121.69	C00064	cpd00053
cpd00132_c0	L-Asparagine_c0	C4H8N2O3	0	DCXYFEDJOCDNAF-REOHCLBHSA-N	N=C(O)CC(N)C(=O)O	-123.31	C00152	cpd00132
cpd00232_c0	Neu5Ac_c0	C11H18NO9	-1	SQVRNKJHWKZAKO-LUWBGTNYSA-M	CC([O-])=NC1C(O)CC(O)(C(=O)O)OC1C(O)C(O)CO	-326.4	C00270	cpd00232
cpd00112_c0	CMP-N-acetylneuraminate_c0	C20H29N4O16P	-2	TXCIAUNLDRJGJZ-BILDWYJOSA-L	CC([O-])=NC1C(O)CC(OP(=O)(O)OCC2OC(n3ccc(=N)nc3O)C(O)C2O)(C(=O)[O-])OC1C(O)C(O)CO	-610.28	C00128	cpd00112
cpd15237_c0	hexadecenoate_c0	C16H29O2	-1			-41.71		cpd15237
cpd15239_c0	Hexadecenoyl-ACP_c0	C27H49N2O8PRS	-1					cpd15239
cpd00635_e0	Cbl_e0	C62H91CoN13O14P	2	QDYKIIMTNDYRAM-DSRCUDDDSA-L	CC1=C2N=C(C=C3N=C(C(C)=C4NC(C)(C5N=C1C(C)(CCC(O)=NCC(C)OP(=O)(O)OC1C(CO)OC([n+]6c[nH]c7cc(C)c(C)cc76)C1O)C5CC(=N)O)C(C)(CC(=N)O)C4CCC(=N)[O-])C(C)(CC(=N)O)C3CCC(=N)[O-])C(C)(C)C2CCC(=N)[O-].[Co+4]		C00853	cpd00635
cpd00635_c0	Cbl_c0	C62H91CoN13O14P	2	QDYKIIMTNDYRAM-DSRCUDDDSA-L	CC1=C2N=C(C=C3N=C(C(C)=C4NC(C)(C5N=C1C(C)(CCC(O)=NCC(C)OP(=O)(O)OC1C(CO)OC([n+]6c[nH]c7cc(C)c(C)cc76)C1O)C5CC(=N)O)C(C)(CC(=N)O)C4CCC(=N)[O-])C(C)(CC(=N)O)C3CCC(=N)[O-])C(C)(C)C2CCC(=N)[O-].[Co+4]		C00853	cpd00635
cpd00616_c0	Pretyrosine_c0	C10H12NO5	-1	MIEILDYWGANZNH-DSQUFTABSA-M	NC(CC1(C(=O)O)C=CC(O)C=C1)C(=O)[O-]	-161.4	C00826	cpd00616
cpd00069_c0	L-Tyrosine_c0	C9H11NO3	0	OUYCCCASQSFEME-QMMMGPOBSA-N	NC(Cc1ccc(O)cc1)C(=O)O	-90.53	C00082	cpd00069
cpd01646_c0	2-Isopropylmalate_c0	C7H10O5	-2	BITYXLXUCSKTJS-UHFFFAOYSA-L	CC(C)C(O)(CC(=O)[O-])C(=O)[O-]	-201.18	C02504	cpd01646
cpd00242_c0	H2CO3_c0	CHO3	-1	BVKZGUZCCUSVTD-UHFFFAOYSA-M	O=C([O-])O	-140.26	C00288	cpd00242
cpd12848_c0	Holo-[carboxylase]_c0	C17H27N5O4R2S	0				C06250	cpd12848
cpd12543_c0	Carboxybiotin-carboxyl-carrier protein_c0	C18H26N5O6R2S	-1				C04419	cpd12543
cpd00239_c0	H2S_c0	HS	-1	RWSOTUBLDIXVET-UHFFFAOYSA-M	[SH-]	-6.66	C00283	cpd00239
cpd00383_c0	Shikimate_c0	C7H9O5	-1	JXOHGGNKMLTUBP-HSUXUTPPSA-M	O=C([O-])C1=CC(O)C(O)C(O)C1	-171.29	C00493	cpd00383
cpd02030_c0	3-phosphoshikimate_c0	C7H8O8P	-3	QYOJSKGCWNAKGW-PBXRRBTRSA-K	O=C([O-])C1=CC(OP(=O)([O-])[O-])C(O)C(O)C1	-383.79	C03175	cpd02030
cpd00873_c0	Nicotinate ribonucleotide_c0	C11H12NO9P	-2	JOUIQRNQJGXQDC-ZYUZMQFOSA-L	O=C([O-])c1ccc[n+](C2OC(COP(=O)([O-])[O-])C(O)C2O)c1	-380.18	C01185	cpd00873
cpd03471_c0	Nicotinate D-ribonucleoside_c0	C11H13NO6	0	PUEDDPCUCPRQNY-ZYUZMQFOSA-N	O=C([O-])c1ccc[n+](C2OC(CO)C(O)C2O)c1	-167.68	C05841	cpd03471
cpd00219_c0	Prephenate_c0	C10H8O6	-2	FPWMCUPFBRFMLH-XGAOUMNUSA-L	O=C([O-])C(=O)CC1(C(=O)[O-])C=CC(O)C=C1	-186.17	C00254	cpd00219
cpd00868_c0	p-hydroxyphenylpyruvate_c0	C9H7O4	-1	KKADPXVIOXHVKN-UHFFFAOYSA-M	O=C(O)C(=O)Cc1ccc([O-])cc1	-115.3	C01179	cpd00868
cpd00038_c0	GTP_c0	C10H13N5O14P3	-3	XKMLYUALXHKNFT-UUOKFMHZSA-K	N=c1nc([O-])c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])C(O)C3O)c2[nH]1	-724.3	C00044	cpd00038
cpd00485_c0	D-Mannose1-phosphate_c0	C6H11O9P	-2	HXXFSFRBOHSIMQ-RWOPYEJCSA-L	O=P([O-])([O-])OC1OC(CO)C(O)C(O)C1O	-430.78	C00636	cpd00485
cpd00193_c0	APS_c0	C10H12N5O10PS	-2	IRLPACMLTUPBCL-KQYNXXCUSA-L	Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OS(=O)(=O)[O-])C(O)C1O	-367.85	C00224	cpd00193
cpd00044_c0	3-phosphoadenylylsulfate_c0	C10H11N5O13P2S	-4	GACDQMDRPRGCTN-KQYNXXCUSA-J	Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OS(=O)(=O)[O-])C(OP(=O)([O-])[O-])C1O	-580.35	C00053	cpd00044
cpd00504_c0	LL-2,6-Diaminopimelate_c0	C7H14N2O4	0	GMKMEZVLHJARHF-WHFBIAKZSA-N	NC(CCCC(N)C(=O)O)C(=O)O	-163.68	C00666	cpd00504
cpd00516_c0	meso-2,6-Diaminopimelate_c0	C7H14N2O4	0	GMKMEZVLHJARHF-SYDPRGILSA-N	NC(CCCC(N)C(=O)O)C(=O)O	-163.68	C00680	cpd00516
cpd00905_c0	Guanosine 3',5'-bis(diphosphate)_c0	C10H12N5O17P4	-5	BUFLLCUFNHESEH-UUOKFMHZSA-I	N=c1nc([O-])c2ncn(C3OC(COP(=O)(O)OP(=O)([O-])[O-])C(OP(=O)(O)OP(=O)([O-])[O-])C3O)c2[nH]1	-936.8	C01228	cpd00905
cpd00031_c0	GDP_c0	C10H13N5O11P2	-2	QGWNDRXFNXRZMB-UUOKFMHZSA-L	N=c1nc([O-])c2ncn(C3OC(COP(=O)(O)OP(=O)([O-])O)C(O)C3O)c2[nH]1	-516.3	C00035	cpd00031
cpd11585_c0	L-alanylglycine_c0	C5H10N2O3	0	CXISPYVYMQWFLE-VKHMYHEASA-N	CC(N)C(O)=NCC(=O)O	-118.5		cpd11585
cpd00035_c0	L-Alanine_c0	C3H7NO2	0	QNAYBMKLOCPYGJ-REOHCLBHSA-N	CC(N)C(=O)O	-87.92	C00041	cpd00035
cpd00075_c0	Nitrite_c0	NO2	-1	IOVCWXUNBOPUCH-UHFFFAOYSA-M	O=N[O-]	-8.9	C00088	cpd00075
cpd00100_c0	Glycerol_c0	C3H8O3	0	PEDCQBHIVMGVHV-UHFFFAOYSA-N	OCC(O)CO	-116.18	C00116	cpd00100
cpd00157_c0	Glycerone_c0	C3H6O3	0	RXKJFZQQPQGTFL-UHFFFAOYSA-N	O=C(CO)CO	-108.16	C00184	cpd00157
cpd15500_c0	Menaquinone 8_c0	C51H72O2	0	PTWSIIUEOFZCHW-NTCAYCPXSA-N	CC(C)=CCCC(C)=CCC1=C(C)C(=O)c2ccccc2C1=O	206.06		cpd15500
cpd15499_c0	Menaquinol 8_c0	C51H74O2	0	OIEZRVBFVPGODT-WQWYCSGDSA-N	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCc1c(C)c(O)c2ccccc2c1O	180.271		cpd15499
cpd02791_c0	methylthioribulose-1-phosphate_c0	C6H11O7PS	-2	CNSJRYUMVMWNMC-RITPCOANSA-L	CSCC(O)C(O)C(=O)COP(=O)([O-])[O-]	-346.88	C04582	cpd02791
cpd11295_c0	2,3-diketo5-methylthio-1-phosphopentane_c0	C6H9O6PS	-2	HKEAOVFNWRDVAJ-UHFFFAOYSA-L	CSCCC(=O)C(=O)COP(=O)([O-])[O-]	-298.36	C15650	cpd11295
cpd02574_c0	methylthioribose-1-phosphate_c0	C6H11O7PS	-2	JTFITTQBRJDSTL-JDJSBBGDSA-L	CSCC1OC(OP(=O)([O-])[O-])C(O)C1O	-347.5	C04188	cpd02574
cpd02547_c0	(R)-1-Aminopropan-2-yl phosphate_c0	C3H9NO4P	-1	YBOLZUJJGUZUDC-GSVOUGTGSA-M	CC(CN)OP(=O)([O-])O	-257.2	C04122	cpd02547
cpd03917_c0	Adenosylcobyric acid_c0	C55H79CoN15O11	3	GOELZEWZSUSKBO-AVFCAEGCSA-M	CC1=C2N=C(C=C3N=C(C(C)=C4NC(C(CC(=N)O)C4(C)CCC(=O)O)C4(C)N=C1C(CCC(=N)O)C4(C)CC(=N)O)C(CCC(=N)O)C3(C)C)C(CCC(=N)[O-])C2(C)CC(=N)O.[CH2]C1OC(n2cnc3c(N)ncnc32)C(O)C1O.[Co+2]		C06507	cpd03917
cpd03919_c0	Adenosyl cobinamide phosphate_c0	C58H86CoN16O14P	2	MQCMBMUJJHSGIF-QMUWONGRSA-K	CC1=C2N=C(C=C3N=C(C(C)=C4NC(C)(C5N=C1C(C)(CCC(O)=NCC(C)OP(=O)(O)O)C5CC(=N)O)C(C)(CC(=N)O)C4CCC(=N)[O-])C(C)(CC(=N)O)C3CCC([NH-])=O)C(C)(C)C2CCC(=N)[O-].[CH2]C1OC(n2cnc3c(N)ncnc32)C(O)C1O.[Co+2]		C06509	cpd03919
cpd00689_c0	Porphobilinogen_c0	C10H13N2O4	-1	QSHWIQZFGQKFMA-UHFFFAOYSA-M	NCc1[nH]cc(CCC(=O)[O-])c1CC(=O)O	-118.18	C00931	cpd00689
cpd00755_c0	Hydroxymethylbilane_c0	C40H38N4O17	-8	WDFJYRZCZIUBPR-UHFFFAOYSA-F	O=C([O-])CCc1c[nH]c(Cc2[nH]c(Cc3[nH]c(Cc4[nH]c(CO)c(CC(=O)[O-])c4CCC(=O)[O-])c(CC(=O)[O-])c3CCC(=O)[O-])c(CC(=O)[O-])c2CCC(=O)[O-])c1CC(=O)[O-]	-479.5	C01024	cpd00755
cpd11472_c0	Hexanoyl-ACP_c0	C17H31N2O8PRS	-2				C05749	cpd11472
cpd11490_c0	3-oxooctanoyl-acp_c0	C19H34N2O9PRS	-2				C05750	cpd11490
cpd01101_c0	Carbamate_c0	CH2NO2	-1	KXDHJXZQYSOELW-UHFFFAOYSA-M	NC(=O)[O-]	-95.7	C01563	cpd01101
cpd00020_c0	Pyruvate_c0	C3H3O3	-1	LCTONWCANYUPML-UHFFFAOYSA-M	CC(=O)C(=O)[O-]	-112.69	C00022	cpd00020
cpd00061_c0	Phosphoenolpyruvate_c0	C3H2O6P	-3	DTBNBXWJWCWCIK-UHFFFAOYSA-K	C=C(OP(=O)([O-])[O-])C(=O)[O-]	-316.08	C00074	cpd00061
cpd02045_c0	1-Hydroxy-2-naphthoate_c0	C11H7O3	-1	SJJCQDRGABAVBB-UHFFFAOYSA-M	O=C(O)c1ccc2ccccc2c1[O-]	-82.719	C03203	cpd02045
cpd01932_c0	1,2-Naphthalenediol_c0	C10H8O2	0	NXPPAOGUKPJVDI-UHFFFAOYSA-N	Oc1ccc2ccccc2c1O	-39.569	C03012	cpd01932
cpd00655_c0	Dephospho-CoA_c0	C21H33N7O13P2S	-2	KDTSHFARGAKYJN-IBOSZNHHSA-L	CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O)C(O)C([O-])=NCCC([O-])=NCCS	-539.494	C00882	cpd00655
cpd00068_c0	ITP_c0	C10H12N4O14P3	-3	HAEJPQIATWHALX-KQYNXXCUSA-K	O=P([O-])([O-])OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c([O-])ncnc32)C(O)C1O	-729.58	C00081	cpd00068
cpd00114_c0	IMP_c0	C10H11N4O8P	-2	GRSZFWQUAKGDAV-KQYNXXCUSA-L	O=P([O-])(O)OCC1OC(n2cnc3c([O-])ncnc32)C(O)C1O	-313.58	C00130	cpd00114
cpd01775_c0	Phosphoribosyl-ATP_c0	C15H20N5O20P4	-5	RKNHJBVBFHDXGR-KEOHHSTQSA-I	N=c1c2ncn(C3OC(COP(=O)([O-])OP(=O)(O)OP(=O)([O-])[O-])C(O)C3O)c2ncn1C1OC(COP(=O)([O-])[O-])C(O)C1O	-1015.22	C02739	cpd01775
cpd00858_c0	L-Glutamate5-semialdehyde_c0	C5H9NO3	0	KABXUUFDPUOJMW-BYPYZUCNSA-N	NC(CCC=O)C(=O)O	-111.43	C01165	cpd00858
cpd02431_c0	1-Pyrroline-5-carboxylate_c0	C5H6NO2	-1	DWAKNKKXGALPNW-BYPYZUCNSA-M	O=C([O-])C1CCC=N1	-59.27	C03912	cpd02431
cpd11526_c0	7-methyl-3-hydroxy-octanoyl-ACP_c0	C20H37N2O9PRS	-1					cpd11526
cpd11514_c0	12-methyl-trans-tetra-dec-2-enoyl-ACP_c0	C26H47N2O8PRS	-1					cpd11514
cpd11515_c0	12-methyl-tetra-decanoyl-ACP_c0	C26H49N2O8PRS	-2					cpd11515
cpd00080_e0	Glycerol-3-phosphate_e0	C3H7O6P	-2	AWUCVROLDVIAJX-GSVOUGTGSA-L	O=P([O-])([O-])OCC(O)CO	-328.68	C00093	cpd00080
cpd15352_c0	2-Demethylmenaquinone 8_c0	C50H70O2	0	GDUBPWSFXUAETN-AENDIINCSA-N	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1=CC(=O)c2ccccc2C1=O	206.47		cpd15352
cpd00203_c0	1,3-Bisphospho-D-glycerate_c0	C3H4O10P2	-4	LJQLQCAXBUHEAZ-UWTATZPHSA-J	O=C(OP(=O)([O-])[O-])C(O)COP(=O)([O-])[O-]	-586.8	C00236	cpd00203
cpd00001_e0	H2O_e0	H2O	0	XLYOFNOQVPJJNP-UHFFFAOYSA-N	O	-56.687	C00001	cpd00001
cpd00867_c0	Inositol 1-phosphate_c0	C6H11O9P	-2	INAPMGSXUVUWAF-UOTPTPDRSA-L	O=P([O-])([O-])OC1C(O)C(O)C(O)C(O)C1O	-432.46	C01177	cpd00867
cpd00121_c0	L-Inositol_c0	C6H12O6	0	CDAISMWEOUEBRE-GPIVLXJGSA-N	OC1C(O)C(O)C(O)C(O)C1O	-219.96	C00137	cpd00121
cpd00023_e0	L-Glutamate_e0	C5H8NO4	-1	WHUUTDBJXJRKMK-VKHMYHEASA-M	NC(CCC(=O)[O-])C(=O)O	-164.13	C00025	cpd00023
cpd00971_e0	Na+_e0	Na	1	FKNQFGJONOIPTF-UHFFFAOYSA-N	[Na+]		C01330	cpd00971
cpd00971_c0	Na+_c0	Na	1	FKNQFGJONOIPTF-UHFFFAOYSA-N	[Na+]		C01330	cpd00971
cpd00492_c0	N-Acetyl-D-mannosamine_c0	C8H15NO6	0	OVRNDRQMDRJTHS-ZTVVOAFPSA-N	CC(O)=NC1C(O)OC(CO)C(O)C1O	-212.63	C00645	cpd00492
cpd00282_c0	S-Dihydroorotate_c0	C5H5N2O4	-1	UFIVEPVSAGBUSI-REOHCLBHSA-M	O=C(O)C1CC([O-])=NC(O)=N1	-151.52	C00337	cpd00282
cpd00247_c0	Orotate_c0	C5H3N2O4	-1	PXQPEWDEAKTCGB-UHFFFAOYSA-M	O=C(O)c1cc([O-])nc(O)n1	-142.48	C00295	cpd00247
